id,user,raw_message,clean_message,links,topic,source,timestamp
97,ayush1325,"ayush1325: You mentioned that they go to their specific folders, but well, I am not sure if `cc1352p7` is a net mcu or a generic arm mcu. And there are other `cc1352p*` and `cc1352r*`, so not sure if that changes anything.","You mentioned that they go to their specific folders, but well, I am not sure if `cc1352p7` is a net mcu or a generic arm mcu. And there are other `cc1352p*` and `cc1352r*`, so not sure if that changes anything.",[],general,gsoc,2023-2024
98,nmenon,"nmenon: You need to look at it as a peripheral, not a processor view","You need to look at it as a peripheral, not a processor view",[],general,gsoc,2023-2024
99,nmenon,nmenon: think that cc1352p7 is not programmable. it is a ROMed peripheral,think that cc1352p7 is not programmable. it is a ROMed peripheral,[],general,gsoc,2023-2024
100,nmenon,"nmenon: now, what does cc1352p7 need to talk to SoC from SoC's perspective - remember the description is agnostic of beagleplay. even iMX8 should be able to interface with it","now, what does cc1352p7 need to talk to SoC from SoC's perspective - remember the description is agnostic of beagleplay. even iMX8 should be able to interface with it",[],general,gsoc,2023-2024
101,nmenon,"nmenon: it has a clock, reset lines, may be power supplies..","it has a clock, reset lines, may be power supplies..",[],general,gsoc,2023-2024
102,nmenon,nmenon: you would start from https://www.ti.com/product/CC1352P7,you would start from https://www.ti.com/product/CC1352P7,['https://www.ti.com/product/CC1352P7'],general,gsoc,2023-2024
103,ayush1325,"ayush1325: Thanks, will start there","Thanks, will start there",[],general,gsoc,2023-2024
104,nmenon,"nmenon: supplies, reset, osc clock - correct?","supplies, reset, osc clock - correct?",[],general,gsoc,2023-2024
105,nmenon,"nmenon: DT is hardware description -> so using Documentation/devicetree/bindings/net/wireless/ti,wlcore.yaml as an example..","DT is hardware description -> so using Documentation/devicetree/bindings/net/wireless/ti,wlcore.yaml as an example..",[],kernel_dev,gsoc,2023-2024
106,nmenon,"nmenon: See these examples: https://www.kernel.org/doc/Documentation/devicetree/bindings/net/wireless/ti%2Cwlcore.yaml - it can interface with mmc, spi among other options..","See these examples: https://www.kernel.org/doc/Documentation/devicetree/bindings/net/wireless/ti%2Cwlcore.yaml - it can interface with mmc, spi among other options..",['https://www.kernel.org/doc/Documentation/devicetree/bindings/net/wireless/ti%2Cwlcore.yaml'],kernel_dev,gsoc,2023-2024
107,nmenon,"nmenon: Rather curious case here though - if cc1352p7 is a peripheral - it has a different dt view compared to zephyr trying to describe cc1352p7 in device tree, where it is the processor view!","Rather curious case here though - if cc1352p7 is a peripheral - it has a different dt view compared to zephyr trying to describe cc1352p7 in device tree, where it is the processor view!",[],kernel_dev,gsoc,2023-2024
108,ayush1325,ayush1325: @Nishanth Menon I have added `reset-gpios` and `vdds-supply` (https://github.com/Ayush1325/linux/blob/f131506ea930b12f8794b168f580c8dbe99780f9/arch/arm64/boot/dts/ti/k3-am625-beagleplay.dts#L874). I referred to design docs (https://docs.beagleboard.org/latest/boards/beagleplay/03-design.html) for connections. Should I send a new patch or wait for feedback on `gb-beagleplay` driver?,@Nishanth Menon I have added `reset-gpios` and `vdds-supply` (https://github.com/Ayush1325/linux/blob/f131506ea930b12f8794b168f580c8dbe99780f9/arch/arm64/boot/dts/ti/k3-am625-beagleplay.dts#L874). I referred to design docs (https://docs.beagleboard.org/latest/boards/beagleplay/03-design.html) for connections. Should I send a new patch or wait for feedback on `gb-beagleplay` driver?,"['https://github.com/Ayush1325/linux/blob/f131506ea930b12f8794b168f580c8dbe99780f9/arch/arm64/boot/dts/ti/k3-am625-beagleplay.dts#L874).', 'https://docs.beagleboard.org/latest/boards/beagleplay/03-design.html)']",kernel_dev,gsoc,2023-2024
109,nmenon,nmenon: I am out on vacation this week. I can respond next week.,I am out on vacation this week. I can respond next week.,[],general,gsoc,2023-2024
110,ayush1325,"ayush1325: Sure, no problem.","Sure, no problem.",[],general,gsoc,2023-2024
111,vaibhav210603,"vaibhav210603: Hello, I am Vaibhav
I am new to open source and seeking for a guidance/mentorship to contribute here.
I have been working on Js for a while now and currently learning react.js
would be really glad and grateful for a response","Hello, I am Vaibhav
I am new to open source and seeking for a guidance/mentorship to contribute here.
I have been working on Js for a while now and currently learning react.js
would be really glad and grateful for a response",[],gsoc_planning,gsoc,2023-2024
112,somismyuserid,somismyuserid: hi,hi,[],general,gsoc,2023-2024
113,somismyuserid,somismyuserid: how can i start contributing ??,how can i start contributing ??,[],general,gsoc,2023-2024
114,jkridner,jkridner: https://forum.beagleboard.org/t/gsoc-ideas/35850,https://forum.beagleboard.org/t/gsoc-ideas/35850,['https://forum.beagleboard.org/t/gsoc-ideas/35850'],gsoc_planning,gsoc,2023-2024
115,jkridner,jkridner: I need this updated for 2024!!,I need this updated for 2024!!,[],general,gsoc,2023-2024
116,jkridner,jkridner: _waves to @av500_,_waves to @av500_,[],general,gsoc,2023-2024
117,melta101,melta101: can we provide any ideas or are they exclusive to specific people?,can we provide any ideas or are they exclusive to specific people?,[],gsoc_planning,gsoc,2023-2024
118,av500,av500: waves to @JKridner,waves to @JKridner,[],general,gsoc,2023-2024
119,jkridner,jkridner: hi @av500 !!!!,hi @av500 !!!!,[],general,gsoc,2023-2024
120,jkridner,jkridner: @melta101 idea away!,@melta101 idea away!,[],gsoc_planning,gsoc,2023-2024
121,melta101,melta101: i was thinking of implementing a library to access cpufreq  so it will be easier for other dev to create solution tailored to the required compute power efficiently,i was thinking of implementing a library to access cpufreq  so it will be easier for other dev to create solution tailored to the required compute power efficiently,[],general,gsoc,2023-2024
122,nmenon,nmenon: Why override kernel governor? please dont introduce systemd into this world.. 😦 oh no..... rather if governors of cpufreq can be made better it helps everyone.. unless you are thinking some sort of extension of powertop or the like..,Why override kernel governor? please dont introduce systemd into this world.. 😦 oh no..... rather if governors of cpufreq can be made better it helps everyone.. unless you are thinking some sort of extension of powertop or the like..,[],kernel_dev,gsoc,2023-2024
123,melta101,"melta101: yea, something like an extension of powertop","yea, something like an extension of powertop",[],general,gsoc,2023-2024
124,melta101,"melta101: ah also, one thing which i wanted to do was design a HMI cape, makes it less problematic, carrying a laptop for it","ah also, one thing which i wanted to do was design a HMI cape, makes it less problematic, carrying a laptop for it",[],general,gsoc,2023-2024
125,melta101,"melta101: so designing a lib for it,along the line...","so designing a lib for it,along the line...",[],general,gsoc,2023-2024
126,dhruvag2000,"dhruvag2000: Beagleboard mentors meetup in Mumbai 😃
Had a great time over some slices of pizza and got to see some great fellow mentors and students in person!","Beagleboard mentors meetup in Mumbai 😃
Had a great time over some slices of pizza and got to see some great fellow mentors and students in person!",[],gsoc_planning,gsoc,2023-2024
127,jkridner,jkridner: Time to get started with GSoC. Interested? Contact me. Share your project ideas at https://bbb.io/gsocideas!,Time to get started with GSoC. Interested? Contact me. Share your project ideas at https://bbb.io/gsocideas!,['https://bbb.io/gsocideas!'],gsoc_planning,gsoc,2023-2024
128,melta101,"melta101: hello,
i would like share one of my ideas
but the link shows invalid","hello,
i would like share one of my ideas
but the link shows invalid",[],gsoc_planning,gsoc,2023-2024
129,anujdeshpande,anujdeshpande: @melta101  - https://old.beagleboard.org/gsocideas,@melta101  - https://old.beagleboard.org/gsocideas,['https://old.beagleboard.org/gsocideas'],gsoc_planning,gsoc,2023-2024
130,melta101,melta101: Thank you,Thank you,[],general,gsoc,2023-2024
131,jkridner,jkridner: @melta101 I didn't see a post from you.,@melta101 I didn't see a post from you.,[],general,gsoc,2023-2024
132,jkridner,jkridner: I posted https://forum.beagleboard.org/t/low-latency-risc-v-i-o-cpu-core/37156,I posted https://forum.beagleboard.org/t/low-latency-risc-v-i-o-cpu-core/37156,['https://forum.beagleboard.org/t/low-latency-risc-v-i-o-cpu-core/37156'],general,gsoc,2023-2024
133,dhruvag2000,"dhruvag2000: https://blynk.io/blog/blynk-ncp-integrated-with-zephyr-rtos?utm_source=linkedin&utm_medium=smm&utm_campaign=features&utm_content=zephyr
@lorforlinux  could this give way to blynk + BCF or Bplay kind of an integration?","https://blynk.io/blog/blynk-ncp-integrated-with-zephyr-rtos?utm_source=linkedin&utm_medium=smm&utm_campaign=features&utm_content=zephyr
@lorforlinux  could this give way to blynk + BCF or Bplay kind of an integration?",['https://blynk.io/blog/blynk-ncp-integrated-with-zephyr-rtos?utm_source=linkedin&utm_medium=smm&utm_campaign=features&utm_content=zephyr'],zephyr,gsoc,2023-2024
134,melta101,"melta101: Hello @JKridner 
i have been going to the repo
could you suggest some ideas where I can contribute to improving the existing system
I have worked with SDRs and also majorly worked on device driver development on multiple SBCs such as beaglebone Black","Hello @JKridner 
i have been going to the repo
could you suggest some ideas where I can contribute to improving the existing system
I have worked with SDRs and also majorly worked on device driver development on multiple SBCs such as beaglebone Black",[],gsoc_planning,gsoc,2023-2024
135,melta101,melta101: i see amazing possibilities in beagle V Fire in SDR development,i see amazing possibilities in beagle V Fire in SDR development,[],general,gsoc,2023-2024
136,melta101,melta101: a SDR solution for Beaglebone for at least sub Ghz as a starting point,a SDR solution for Beaglebone for at least sub Ghz as a starting point,[],general,gsoc,2023-2024
137,melta101,melta101: creating a solution to integrate GNUradio and beaglebone,creating a solution to integrate GNUradio and beaglebone,[],general,gsoc,2023-2024
138,jkridner,jkridner: I'd suggest targeting BeagleV-Fire.,I'd suggest targeting BeagleV-Fire.,[],general,gsoc,2023-2024
139,jkridner,jkridner: There are some existing BeagleBone SDR capes that might be worth exploring. LimeSDR.,There are some existing BeagleBone SDR capes that might be worth exploring. LimeSDR.,[],general,gsoc,2023-2024
140,jkridner,jkridner: KiwiSDR,KiwiSDR,[],general,gsoc,2023-2024
141,melta101,"melta101: during my time with SDR and gnu radio 
there was no direct support for KiwiSDR and GNURadio
luckily there are OE SDKs with GNU Radio for embedded devices","during my time with SDR and gnu radio 
there was no direct support for KiwiSDR and GNURadio
luckily there are OE SDKs with GNU Radio for embedded devices",[],general,gsoc,2023-2024
142,melta101,melta101: and having an FPGA in fire actually helps in parallel processing the IQ signals,and having an FPGA in fire actually helps in parallel processing the IQ signals,[],general,gsoc,2023-2024
143,melta101,melta101: the problem i see is with the supply of kiwiSDR in my location,the problem i see is with the supply of kiwiSDR in my location,[],general,gsoc,2023-2024
144,melta101,"melta101: https://forum.beagleboard.org/t/sdr-toolkit-integration-to-beaglebone/37177
i am welcome to sugeestion as this is new to me.","https://forum.beagleboard.org/t/sdr-toolkit-integration-to-beaglebone/37177
i am welcome to sugeestion as this is new to me.",['https://forum.beagleboard.org/t/sdr-toolkit-integration-to-beaglebone/37177'],general,gsoc,2023-2024
145,jkridner,jkridner: @melta101 you put me as a mentor. would you not mentor?,@melta101 you put me as a mentor. would you not mentor?,[],gsoc_planning,gsoc,2023-2024
146,jkridner,jkridner: I really hate discord.,I really hate discord.,[],general,gsoc,2023-2024
147,jkridner,jkridner: is there no way to get public logs of channels?,is there no way to get public logs of channels?,[],general,gsoc,2023-2024
148,melta101,"melta101: There should be an option ""moderator log""","There should be an option ""moderator log""",[],general,gsoc,2023-2024
149,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
150,melta101,"melta101: As I am relatively new to to open source contribution
I'll wouldn't think being a mentor would be a good idea
But I do want to get kick off this project
I do have a general layout on how to proceed","As I am relatively new to to open source contribution
I'll wouldn't think being a mentor would be a good idea
But I do want to get kick off this project
I do have a general layout on how to proceed",[],gsoc_planning,gsoc,2023-2024
151,jkridner,"jkridner: I see ""audit log"", but not a general channel chat log.","I see ""audit log"", but not a general channel chat log.",[],general,gsoc,2023-2024
152,dhruvag2000,dhruvag2000: @JKridner iiuc you want something like our IRC chat logs but for discord?,@JKridner iiuc you want something like our IRC chat logs but for discord?,[],general,gsoc,2023-2024
153,dhruvag2000,dhruvag2000: Somewhere externally hosted logs that any non discord user can just go and read passively?,Somewhere externally hosted logs that any non discord user can just go and read passively?,[],general,gsoc,2023-2024
154,jkridner,jkridner: yes!,yes!,[],general,gsoc,2023-2024
155,jkridner,jkridner: at least for this channel.,at least for this channel.,[],general,gsoc,2023-2024
156,melta101,"melta101: https://discord.com/developers/docs/resources/audit-log#:~:text=Viewing%20audit%20logs%20requires%20the,are%20stored%20for%2045%20days.","https://discord.com/developers/docs/resources/audit-log#:~:text=Viewing%20audit%20logs%20requires%20the,are%20stored%20for%2045%20days.","['https://discord.com/developers/docs/resources/audit-log#:~:text=Viewing%20audit%20logs%20requires%20the,are%20stored%20for%2045%20days.']",general,gsoc,2023-2024
157,melta101,melta101: Audit log has param to add set of users,Audit log has param to add set of users,[],general,gsoc,2023-2024
158,dhruvag2000,"dhruvag2000: I find some browser extensions and stuff for this
https://chrome.google.com/webstore/detail/discord-chat-exporter-bac/lljknccjfgeihgdboidlkoofdknieffm
But idk how to push to some online server @JKridner","I find some browser extensions and stuff for this
https://chrome.google.com/webstore/detail/discord-chat-exporter-bac/lljknccjfgeihgdboidlkoofdknieffm
But idk how to push to some online server @JKridner",['https://chrome.google.com/webstore/detail/discord-chat-exporter-bac/lljknccjfgeihgdboidlkoofdknieffm'],general,gsoc,2023-2024
159,jkridner,jkridner: 😦,😦,[],general,gsoc,2023-2024
160,jkridner,jkridner: I hate discord,I hate discord,[],general,gsoc,2023-2024
161,jkridner,jkridner: Almost as much as I hate slack.,Almost as much as I hate slack.,[],general,gsoc,2023-2024
162,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
163,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
164,jkridner,jkridner: I'm nearing burnout for the day already. Trying to get the GSoC stuff setup is a nightmare and I seem to have no help.,I'm nearing burnout for the day already. Trying to get the GSoC stuff setup is a nightmare and I seem to have no help.,[],gsoc_planning,gsoc,2023-2024
165,melta101,"melta101: If there is anything I can help
I can offer you any help","If there is anything I can help
I can offer you any help",[],general,gsoc,2023-2024
166,jkridner,jkridner: @lorforlinux can I get updates to https://forum.beagleboard.org/t/gsoc-ideas/35850#general-requirements-5 for a Zephyr-based requirement?,@lorforlinux can I get updates to https://forum.beagleboard.org/t/gsoc-ideas/35850#general-requirements-5 for a Zephyr-based requirement?,['https://forum.beagleboard.org/t/gsoc-ideas/35850#general-requirements-5'],gsoc_planning,gsoc,2023-2024
167,jkridner,jkridner: @melta101 please review all the info I post and let me know if there are confusing gaps.,@melta101 please review all the info I post and let me know if there are confusing gaps.,[],general,gsoc,2023-2024
168,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
169,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
170,melta101,"melta101: @JKridner could you pin the proposal template
rest all seems fine","@JKridner could you pin the proposal template
rest all seems fine",[],gsoc_planning,gsoc,2023-2024
171,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
172,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
173,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
174,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
175,jkridner,jkridner: @lorforlinux are you working on this today. I really want to put our application in.,@lorforlinux are you working on this today. I really want to put our application in.,[],general,gsoc,2023-2024
176,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
177,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
178,andrearosetti,"andrearosetti: Hello, I am a 3rd year electronic engineering student at Politecnico di Milano, Italy. I would like to participate to GSoC 2024. I don't know if I have the skills needed for it but I want to give it a try. How do I get started?","Hello, I am a 3rd year electronic engineering student at Politecnico di Milano, Italy. I would like to participate to GSoC 2024. I don't know if I have the skills needed for it but I want to give it a try. How do I get started?",[],gsoc_planning,gsoc,2023-2024
179,dhruvag2000,"dhruvag2000: https://buff.ly/3SA0puF
Wondering how much effort this would be on beagleplay or something?","https://buff.ly/3SA0puF
Wondering how much effort this would be on beagleplay or something?",['https://buff.ly/3SA0puF'],general,gsoc,2023-2024
180,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
181,andrearosetti,"andrearosetti: Hi, can I contact you to have information on how to prepare for GSoC?","Hi, can I contact you to have information on how to prepare for GSoC?",[],gsoc_planning,gsoc,2023-2024
182,jkridner,jkridner: This is where we connect! What questions do you have? Please don’t reach out privately—that isn’t how this works. We engage as a community. Feel free to mention me to get my attention.,This is where we connect! What questions do you have? Please don’t reach out privately—that isn’t how this works. We engage as a community. Feel free to mention me to get my attention.,[],general,gsoc,2023-2024
183,jkridner,"jkridner: @lorforlinux this connection doesn’t seem as easy for ideas on gsoc.beagleboard.io and those are out of date. I am fine to put proposals there, but let’s stick to moving the ideas to the forum. We can link and organize on gsoc.beagleboard.io, but they should live on the forum.","@lorforlinux this connection doesn’t seem as easy for ideas on gsoc.beagleboard.io and those are out of date. I am fine to put proposals there, but let’s stick to moving the ideas to the forum. We can link and organize on gsoc.beagleboard.io, but they should live on the forum.",[],gsoc_planning,gsoc,2023-2024
184,andrearosetti,"andrearosetti: @JKridner thank you, I wasn't sure on how this works. Sorry for the following naive questions, I am a total beginner. So, I understand the first thing to do is looking for ideas on the forum, doing some research and trying to expand them into proposals. How do I know if they are not already being taken? Do they all require experience with Linux? In that case, what in particular?","@JKridner thank you, I wasn't sure on how this works. Sorry for the following naive questions, I am a total beginner. So, I understand the first thing to do is looking for ideas on the forum, doing some research and trying to expand them into proposals. How do I know if they are not already being taken? Do they all require experience with Linux? In that case, what in particular?",[],gsoc_planning,gsoc,2023-2024
185,jkridner,jkridner: no problem. i’ll just give frank answers. total beginners welcome.,no problem. i’ll just give frank answers. total beginners welcome.,[],general,gsoc,2023-2024
186,jkridner,jkridner: doesn’t matter if an idea is taken. what matters is how you connect with that idea. selection is based on proposal quality and community engagement.,doesn’t matter if an idea is taken. what matters is how you connect with that idea. selection is based on proposal quality and community engagement.,[],gsoc_planning,gsoc,2023-2024
187,jkridner,"jkridner: Preexisting experience with Linux is not required, but likely needs to be developed.","Preexisting experience with Linux is not required, but likely needs to be developed.",[],general,gsoc,2023-2024
188,lorforlinux,"lorforlinux: For sure, gsoc site has no way to chat thus forum is the best place for all the discussion.","For sure, gsoc site has no way to chat thus forum is the best place for all the discussion.",[],gsoc_planning,gsoc,2023-2024
189,lorforlinux,lorforlinux: @JKridner Sorry missed your message. did you submit our application?,@JKridner Sorry missed your message. did you submit our application?,[],general,gsoc,2023-2024
190,lorforlinux,lorforlinux: @here New GSoC site: https://gsoc.beagleboard.io/,@here New GSoC site: https://gsoc.beagleboard.io/,['https://gsoc.beagleboard.io/'],gsoc_planning,gsoc,2023-2024
191,lorforlinux,lorforlinux: We will be sharing a proposal template and guide to easily create a proposal on the new site. For discussion on ideas please visit https://forum.beagleboard.org/,We will be sharing a proposal template and guide to easily create a proposal on the new site. For discussion on ideas please visit https://forum.beagleboard.org/,['https://forum.beagleboard.org/'],gsoc_planning,gsoc,2023-2024
192,ayush1325,ayush1325: Looks amazing. Really liking the new theme.,Looks amazing. Really liking the new theme.,[],general,gsoc,2023-2024
193,jkridner,jkridner: ,,[],general,gsoc,2023-2024
194,jkridner,"jkridner: oops, wrong channel.","oops, wrong channel.",[],general,gsoc,2023-2024
195,melta101,melta101: @lorforlinux we could add a list of mentors with their discord or forum nametag in the new site,@lorforlinux we could add a list of mentors with their discord or forum nametag in the new site,[],gsoc_planning,gsoc,2023-2024
196,dhruvag2000,dhruvag2000: Indeed I do too,Indeed I do too,[],general,gsoc,2023-2024
197,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
198,gagana0385,"gagana0385: yes please, that would be helpful. I am very much interested in one of the project ( RISC-V Based PRU on FPGA) and want to get in touch with the mentors for more guidance.","yes please, that would be helpful. I am very much interested in one of the project ( RISC-V Based PRU on FPGA) and want to get in touch with the mentors for more guidance.",[],gsoc_planning,gsoc,2023-2024
199,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
200,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
201,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
202,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
203,jkridner,jkridner: I suggest initially engaging mentors on the forum and then moving interactive discussions here on Discord.,I suggest initially engaging mentors on the forum and then moving interactive discussions here on Discord.,[],gsoc_planning,gsoc,2023-2024
204,jkridner,"jkridner: My guidance is to have each idea point to a wiki-style topic on the forum and then have that idea list forum usernames. Once connected on the forum, discussions can continue here.","My guidance is to have each idea point to a wiki-style topic on the forum and then have that idea list forum usernames. Once connected on the forum, discussions can continue here.",[],gsoc_planning,gsoc,2023-2024
205,melta101,"melta101: Oh, got it!
Yea, that would be better.","Oh, got it!
Yea, that would be better.",[],general,gsoc,2023-2024
206,jkridner,jkridner: @lorforlinux https://www.beagleboard.org/gsocmeet,@lorforlinux https://www.beagleboard.org/gsocmeet,['https://www.beagleboard.org/gsocmeet'],gsoc_planning,gsoc,2023-2024
207,jkridner,jkridner: Wordpress is a pain.,Wordpress is a pain.,[],general,gsoc,2023-2024
208,jkridner,jkridner: table looks awful.,table looks awful.,[],general,gsoc,2023-2024
209,jkridner,jkridner: I want to host the ICS on https://gsoc.beagleboard.io.,I want to host the ICS on https://gsoc.beagleboard.io.,['https://gsoc.beagleboard.io.'],gsoc_planning,gsoc,2023-2024
210,jkridner,"jkridner: Please test https://bbb.io/gsocmeet, https://bbb.io/gsocideas, https://bbb.io/gsocml, https://bbb.io/gsoc, https://bbb.io/gsocchat.","Please test https://bbb.io/gsocmeet, https://bbb.io/gsocideas, https://bbb.io/gsocml, https://bbb.io/gsoc, https://bbb.io/gsocchat.","['https://bbb.io/gsocmeet,', 'https://bbb.io/gsocideas,', 'https://bbb.io/gsocml,', 'https://bbb.io/gsoc,', 'https://bbb.io/gsocchat.']",gsoc_planning,gsoc,2023-2024
211,lorforlinux,lorforlinux: We can switch to list instead for now.,We can switch to list instead for now.,[],general,gsoc,2023-2024
212,jkridner,"jkridner: oh, put it on the forum? ok. I can move it.","oh, put it on the forum? ok. I can move it.",[],general,gsoc,2023-2024
213,jkridner,jkridner: @lorforlinux can we add meeting.ics to the pages as a binary file?,@lorforlinux can we add meeting.ics to the pages as a binary file?,[],general,gsoc,2023-2024
214,lorforlinux,lorforlinux: It was just a suggestion to make the table look good on WordPress. We can definitely host ICS file via gsoc.beagleboard.io,It was just a suggestion to make the table look good on WordPress. We can definitely host ICS file via gsoc.beagleboard.io,[],gsoc_planning,gsoc,2023-2024
215,lorforlinux,lorforlinux: I'll make that change and share here.,I'll make that change and share here.,[],general,gsoc,2023-2024
216,lorforlinux,lorforlinux: @JKridner we can use :download: under a button that will allow us to download meeting.ics,@JKridner we can use :download: under a button that will allow us to download meeting.ics,[],general,gsoc,2023-2024
217,lorforlinux,lorforlinux: Will that work?,Will that work?,[],general,gsoc,2023-2024
218,melta101,"melta101: @lorforlinux i had some doubt related rtd-theme
the button-link doesnt seem to hyperlink to a text if we assign a color or shadow to it","@lorforlinux i had some doubt related rtd-theme
the button-link doesnt seem to hyperlink to a text if we assign a color or shadow to it",[],general,gsoc,2023-2024
219,jkridner,"jkridner: you know what, the forum automatically generates an ICS!","you know what, the forum automatically generates an ICS!",[],general,gsoc,2023-2024
220,jkridner,jkridner: https://forum.beagleboard.org/t/gsoc-meeting/37278,https://forum.beagleboard.org/t/gsoc-meeting/37278,['https://forum.beagleboard.org/t/gsoc-meeting/37278'],gsoc_planning,gsoc,2023-2024
221,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
222,jkridner,jkridner: should check this ics: blob:https://forum.beagleboard.org/af310706-ed45-4117-8ba2-242715bedef3,should check this ics: blob:https://forum.beagleboard.org/af310706-ed45-4117-8ba2-242715bedef3,['https://forum.beagleboard.org/af310706-ed45-4117-8ba2-242715bedef3'],general,gsoc,2023-2024
223,jkridner,jkridner: hmmm..... I don't see the reoccurance.,hmmm..... I don't see the reoccurance.,[],general,gsoc,2023-2024
224,melta101,melta101: It shows as link doesn't exist or is private.,It shows as link doesn't exist or is private.,[],general,gsoc,2023-2024
225,jkridner,jkridner: 😦,😦,[],general,gsoc,2023-2024
226,jkridner,jkridner: guess you have to be on the page to download the ICS file. 😕,guess you have to be on the page to download the ICS file. 😕,[],general,gsoc,2023-2024
227,jkridner,jkridner: it is unclear to me if the reoccurance is properly there.,it is unclear to me if the reoccurance is properly there.,[],general,gsoc,2023-2024
228,melta101,melta101: Yep,Yep,[],general,gsoc,2023-2024
229,melta101,"melta101: When I added it, it was for 1 instance
Had to manually choose weekly after that.","When I added it, it was for 1 instance
Had to manually choose weekly after that.",[],general,gsoc,2023-2024
230,jkridner,jkridner: 😦,😦,[],general,gsoc,2023-2024
231,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
232,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
233,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
234,lorforlinux,"lorforlinux: @melta101 We are switching to pydata theme, rtd-theme is causing issues with installed extensions and current version of sphinx we are using.","@melta101 We are switching to pydata theme, rtd-theme is causing issues with installed extensions and current version of sphinx we are using.",[],general,gsoc,2023-2024
235,melta101,"melta101: Right
It has been breaking for me too.","Right
It has been breaking for me too.",[],general,gsoc,2023-2024
236,lorforlinux,lorforlinux: @JKridner Site not working.,@JKridner Site not working.,[],general,gsoc,2023-2024
237,melta101,melta101: gsoc site shows 1 less project compared to elinux,gsoc site shows 1 less project compared to elinux,[],gsoc_planning,gsoc,2023-2024
238,lorforlinux,lorforlinux: Maybe that student didn't go through,Maybe that student didn't go through,[],general,gsoc,2023-2024
239,melta101,"melta101: for the archive 
would you want details from both or only gsoc?","for the archive 
would you want details from both or only gsoc?",[],gsoc_planning,gsoc,2023-2024
240,lorforlinux,"lorforlinux: Both, if GSoC information is not available you can skip that part but keep what you see on elinux.","Both, if GSoC information is not available you can skip that part but keep what you see on elinux.",[],gsoc_planning,gsoc,2023-2024
241,melta101,melta101: got it!,got it!,[],general,gsoc,2023-2024
242,ayush1325,ayush1325: Why is there both a `main` and `master` branch : https://openbeagle.org/gsoc/gsoc.beagleboard.io ?,Why is there both a `main` and `master` branch : https://openbeagle.org/gsoc/gsoc.beagleboard.io ?,['https://openbeagle.org/gsoc/gsoc.beagleboard.io'],gsoc_planning,gsoc,2023-2024
243,unknown,"mr.pandey_55161: Hi everyone I'm an ML Enthusiast and an Embedded Systems Explorer. In GSOC 2022, there was one project ""Running Machine Learning Models on Bela"" and in GSOC 2023 there was one project ""OpenGLES Acceleration for DL"". 
Can we expect similar ML+Embedded projects for this year GSOC as well? @lorforlinux @JKridner please reply.","mr.pandey_55161: Hi everyone I'm an ML Enthusiast and an Embedded Systems Explorer. In GSOC 2022, there was one project ""Running Machine Learning Models on Bela"" and in GSOC 2023 there was one project ""OpenGLES Acceleration for DL"". 
Can we expect similar ML+Embedded projects for this year GSOC as well? @lorforlinux @JKridner please reply.",[],gsoc_planning,gsoc,2023-2024
244,lorforlinux,lorforlinux: @JKridner Please approve to delete the `master` branch.,@JKridner Please approve to delete the `master` branch.,[],general,gsoc,2023-2024
245,lorforlinux,lorforlinux: I have already shifted protected branch status from `master` to `main` branch couple of days ago and on my fork I have deleted the `master` branch.,I have already shifted protected branch status from `master` to `main` branch couple of days ago and on my fork I have deleted the `master` branch.,[],general,gsoc,2023-2024
